Current_Capacity,Rated_Capacity,Current_Voltage,Min_Voltage,Max_Voltage,Charge_Energy,Discharge_Energy,Voltage_Drop,Current,Initial_Voltage,Final_Voltage,Time_Days,SoH,SoC,CE,IR,SDR,BHI
13.49,22.5,183.88,180,240,117.05,93.76,0.06,68.15,234.99,233.65,21,59.96,6.47,80.1,0.0009,0.03,41.29
16.74,22.5,189.0,180,240,229.87,190.51,0.1,43.83,233.94,231.64,21,74.4,15.0,82.88,0.0023,0.05,49.33
22.01,22.5,187.99,180,240,140.86,120.09,0.19,82.8,230.76,229.36,18,97.82,13.32,85.25,0.0023,0.03,58.84
11.68,22.5,234.11,180,240,284.59,210.37,0.14,90.56,236.37,233.3,28,51.91,90.18,73.92,0.0015,0.05,53.58
16.32,22.5,232.95,180,240,142.28,141.55,0.09,14.3,230.38,226.65,1,72.53,88.25,99.49,0.0063,1.62,66.4
12.06,22.5,184.28,180,240,104.84,103.76,0.15,41.79,232.97,231.21,15,53.6,7.13,98.97,0.0036,0.05,42.65
21.85,22.5,227.03,180,240,241.94,146.74,0.11,84.75,230.69,228.56,15,97.11,78.38,60.65,0.0013,0.06,66.64
12.17,22.5,238.07,180,240,218.18,186.29,0.13,44.37,232.06,231.44,4,54.09,96.78,85.38,0.0029,0.07,58.06
19.96,22.5,218.63,180,240,312.12,89.74,0.19,81.88,232.93,228.03,22,88.71,64.38,28.75,0.0023,0.1,54.1
16.72,22.5,235.22,180,240,308.31,220.75,0.04,13.94,231.11,228.11,9,74.31,92.03,71.6,0.0029,0.14,62.44
15.44,22.5,205.92,180,240,275.76,199.99,0.19,31.66,231.22,230.22,14,68.62,43.2,72.52,0.006,0.03,50.59
11.39,22.5,239.54,180,240,368.58,171.46,0.18,33.26,235.44,232.26,21,50.62,99.23,46.52,0.0054,0.06,49.39
22.26,22.5,224.89,180,240,323.13,123.91,0.02,38.81,237.53,236.18,28,98.93,74.82,38.35,0.0005,0.02,62.2
11.74,22.5,189.89,180,240,152.69,132.77,0.17,29.22,235.06,230.85,13,52.18,16.48,86.95,0.0058,0.14,41.54
15.9,22.5,225.49,180,240,397.37,274.21,0.03,23.64,230.94,228.05,25,70.67,75.82,69.01,0.0013,0.05,57.23
19.81,22.5,189.6,180,240,284.62,81.91,0.06,75.38,239.92,239.42,10,88.04,16.0,28.78,0.0008,0.02,44.17
18.65,22.5,198.66,180,240,396.94,338.34,0.13,71.91,233.75,231.05,4,82.89,31.1,85.24,0.0018,0.29,56.39
11.31,22.5,225.66,180,240,114.12,105.44,0.05,96.23,233.68,232.04,19,50.27,76.1,92.39,0.0005,0.04,53.8
20.72,22.5,208.22,180,240,300.82,107.54,0.08,67.9,237.8,236.71,26,92.09,47.03,35.75,0.0012,0.02,53.39
15.65,22.5,204.76,180,240,378.25,80.96,0.13,41.99,237.94,237.47,23,69.56,41.27,21.4,0.0031,0.01,40.36
21.09,22.5,210.61,180,240,389.36,112.22,0.05,73.26,230.53,228.09,18,93.73,51.02,28.82,0.0007,0.06,53.45
18.02,22.5,181.38,180,240,228.84,174.74,0.04,72.59,237.46,232.55,21,80.09,2.3,76.36,0.0006,0.1,47.76
20.12,22.5,211.04,180,240,276.08,108.91,0.07,49.06,230.89,229.78,27,89.42,51.73,39.45,0.0014,0.02,54.0
20.27,22.5,226.0,180,240,393.45,173.86,0.04,67.38,234.96,234.06,15,90.09,76.67,44.19,0.0006,0.03,60.2
15.86,22.5,230.39,180,240,253.53,179.24,0.12,26.6,233.62,231.94,13,70.49,83.98,70.7,0.0045,0.06,59.13
19.13,22.5,215.15,180,240,334.59,257.62,0.19,80.43,230.56,226.29,26,85.02,58.58,77.0,0.0024,0.07,61.12
21.07,22.5,230.52,180,240,174.44,155.8,0.1,53.47,231.33,230.92,7,93.64,84.2,89.31,0.0019,0.03,72.15
21.42,22.5,234.56,180,240,412.09,82.33,0.02,30.27,231.31,229.31,20,95.2,90.93,19.98,0.0007,0.04,60.26
18.64,22.5,237.4,180,240,127.58,82.71,0.06,33.55,232.47,227.94,24,82.84,95.67,64.83,0.0018,0.08,65.23
22.22,22.5,202.27,180,240,271.55,241.82,0.06,24.07,238.53,238.29,18,98.76,37.12,89.05,0.0025,0.01,64.74
21.45,22.5,188.35,180,240,312.97,175.77,0.08,90.99,230.22,226.9,20,95.33,13.92,56.16,0.0009,0.07,52.14
12.69,22.5,232.93,180,240,257.38,226.85,0.16,66.2,234.94,230.04,5,56.4,88.22,88.14,0.0024,0.42,57.79
18.61,22.5,191.89,180,240,326.13,194.19,0.19,64.77,233.5,232.92,18,82.71,19.82,59.54,0.0029,0.01,48.95
19.35,22.5,205.08,180,240,135.54,117.98,0.11,98.25,232.27,230.24,11,86.0,41.8,87.04,0.0011,0.08,60.16
12.01,22.5,222.47,180,240,317.42,99.4,0.1,53.62,231.66,226.93,16,53.38,70.78,31.31,0.0019,0.13,41.76
13.68,22.5,185.85,180,240,444.79,247.86,0.15,36.15,237.87,237.3,27,60.8,9.75,55.73,0.0041,0.01,37.41
16.42,22.5,183.12,180,240,414.51,147.36,0.06,24.82,233.3,229.51,22,72.98,5.2,35.55,0.0024,0.07,37.33
11.45,22.5,187.58,180,240,363.85,125.88,0.06,95.2,235.6,231.84,17,50.89,12.63,34.6,0.0006,0.09,29.79
11.56,22.5,183.91,180,240,285.57,266.91,0.11,54.8,231.05,227.76,25,51.38,6.52,93.47,0.002,0.06,40.54
15.72,22.5,185.6,180,240,276.43,118.42,0.05,18.46,233.57,229.78,5,69.87,9.33,42.84,0.0027,0.32,38.35
18.39,22.5,227.87,180,240,258.39,243.24,0.11,24.22,236.96,232.99,7,81.73,79.78,94.14,0.0045,0.24,67.45
18.15,22.5,201.79,180,240,458.87,143.97,0.11,63.83,230.33,228.51,28,80.67,36.32,31.37,0.0017,0.03,45.8
20.48,22.5,198.79,180,240,419.44,408.5,0.17,20.59,237.4,235.79,1,91.02,31.32,97.39,0.0083,0.68,62.08
15.95,22.5,239.05,180,240,367.17,262.26,0.04,89.37,234.27,233.45,27,70.89,98.42,71.43,0.0004,0.01,62.32
18.98,22.5,185.58,180,240,111.75,106.13,0.05,44.11,239.73,238.04,9,84.36,9.3,94.97,0.0011,0.08,54.59
20.46,22.5,212.45,180,240,384.1,175.59,0.1,83.95,234.59,232.79,2,90.93,54.08,45.71,0.0012,0.38,56.29
20.47,22.5,232.79,180,240,310.17,136.24,0.03,17.85,237.19,235.08,2,90.98,87.98,43.92,0.0017,0.44,62.73
15.16,22.5,207.02,180,240,399.53,288.06,0.13,41.71,238.41,236.05,15,67.38,45.03,72.1,0.0031,0.07,50.37
14.11,22.5,181.87,180,240,395.72,113.57,0.07,10.34,236.82,235.98,20,62.71,3.12,28.7,0.0068,0.02,31.45
13.81,22.5,230.22,180,240,211.71,164.67,0.14,56.14,233.05,231.98,3,61.38,83.7,77.78,0.0025,0.15,56.83
19.84,22.5,204.5,180,240,403.7,372.5,0.05,82.67,230.59,226.09,19,88.18,40.83,92.27,0.0006,0.1,61.88
21.46,22.5,220.24,180,240,324.18,107.1,0.09,51.43,238.65,235.91,3,95.38,67.07,33.04,0.0017,0.38,58.14
15.89,22.5,228.14,180,240,291.63,83.81,0.09,12.45,239.66,239.01,25,70.62,80.23,28.74,0.0072,0.01,50.04
14.54,22.5,234.65,180,240,401.58,338.84,0.01,96.65,237.27,235.74,23,64.62,91.08,84.38,0.0001,0.03,60.94
17.24,22.5,218.11,180,240,279.94,123.68,0.03,16.15,232.63,232.39,1,76.62,63.52,44.18,0.0019,0.1,52.18
16.52,22.5,198.08,180,240,339.34,157.09,0.07,76.89,230.48,225.96,8,73.42,30.13,46.29,0.0009,0.25,44.63
21.12,22.5,199.82,180,240,236.16,234.45,0.13,57.82,238.38,236.95,12,93.87,33.03,99.28,0.0022,0.05,64.0
17.81,22.5,239.73,180,240,442.28,268.91,0.02,84.82,235.99,235.41,29,79.16,99.55,60.8,0.0002,0.01,63.73
17.16,22.5,181.96,180,240,447.42,103.77,0.19,12.26,236.94,236.52,22,76.27,3.27,23.19,0.0155,0.01,35.8
16.14,22.5,226.43,180,240,340.77,312.74,0.09,64.64,236.31,233.35,29,71.73,77.38,91.77,0.0014,0.04,62.52
18.45,22.5,220.59,180,240,152.68,97.02,0.16,97.37,232.63,231.26,27,82.0,67.65,63.54,0.0016,0.02,59.04
19.62,22.5,210.38,180,240,353.64,99.41,0.06,42.57,234.72,234.48,8,87.2,50.63,28.11,0.0014,0.01,50.63
13.94,22.5,208.18,180,240,280.19,174.68,0.13,52.28,234.47,232.09,17,61.96,46.97,62.34,0.0025,0.06,46.64
17.06,22.5,180.33,180,240,103.07,85.05,0.02,19.72,233.39,229.38,17,75.82,0.55,82.52,0.001,0.1,46.93
13.71,22.5,203.81,180,240,117.76,90.49,0.17,35.61,238.18,235.52,27,60.93,39.68,76.84,0.0048,0.04,47.67
16.96,22.5,232.45,180,240,297.42,232.69,0.2,21.83,232.75,230.77,12,75.38,87.42,78.24,0.0092,0.07,63.28
19.46,22.5,232.94,180,240,368.38,154.45,0.14,36.71,237.18,232.41,5,86.49,88.23,41.93,0.0038,0.4,60.59
11.27,22.5,218.18,180,240,120.45,90.42,0.02,64.34,236.87,236.29,1,50.09,63.63,75.07,0.0003,0.24,47.75
16.38,22.5,202.14,180,240,148.41,108.66,0.15,16.39,230.8,229.02,7,72.8,36.9,73.22,0.0092,0.11,51.13
15.89,22.5,218.77,180,240,358.58,327.39,0.12,55.19,231.39,230.8,7,70.62,64.62,91.3,0.0022,0.04,59.43
21.08,22.5,223.44,180,240,148.22,141.57,0.02,58.06,231.42,231.35,12,93.69,72.4,95.51,0.0003,0.0,71.06
14.57,22.5,209.16,180,240,330.88,90.97,0.03,60.28,233.43,229.78,25,64.76,48.6,27.49,0.0005,0.06,41.12
12.01,22.5,203.24,180,240,440.74,225.7,0.02,58.83,238.62,235.66,12,53.38,38.73,51.21,0.0003,0.1,39.33
20.23,22.5,229.35,180,240,443.02,412.76,0.09,38.7,235.82,233.96,25,89.91,82.25,93.17,0.0023,0.03,71.04
11.56,22.5,203.58,180,240,310.33,197.86,0.04,68.12,230.45,226.64,15,51.38,39.3,63.76,0.0006,0.11,41.15
12.99,22.5,181.53,180,240,358.33,257.27,0.07,16.45,234.1,232.54,6,57.73,2.55,71.8,0.0043,0.11,37.95
20.78,22.5,211.87,180,240,436.69,286.96,0.12,19.47,231.67,226.81,24,92.36,53.12,65.71,0.0062,0.09,60.7
22.25,22.5,211.91,180,240,154.32,87.38,0.05,93.31,234.14,232.16,6,98.89,53.18,56.62,0.0005,0.14,61.5
19.76,22.5,207.51,180,240,215.7,202.14,0.03,96.03,233.14,228.7,4,87.82,45.85,93.71,0.0003,0.48,62.99
22.44,22.5,212.72,180,240,135.28,113.55,0.04,12.78,239.71,235.84,5,99.73,54.53,83.94,0.0031,0.32,67.55
12.98,22.5,213.22,180,240,316.68,260.33,0.17,49.64,233.02,231.72,19,57.69,55.37,82.21,0.0034,0.03,50.59
13.24,22.5,210.45,180,240,370.95,148.38,0.17,59.03,231.65,228.73,29,58.84,50.75,40.0,0.0029,0.04,41.68
16.25,22.5,217.57,180,240,295.56,166.61,0.2,89.23,236.23,233.38,26,72.22,62.62,56.37,0.0022,0.05,52.68
16.44,22.5,223.85,180,240,159.19,147.51,0.15,91.62,231.32,228.35,2,73.07,73.08,92.66,0.0016,0.64,62.31
19.37,22.5,212.0,180,240,447.99,128.08,0.16,21.23,237.94,236.55,14,86.09,53.33,28.59,0.0075,0.04,50.82
11.64,22.5,238.18,180,240,479.64,284.98,0.03,77.92,234.92,233.4,4,51.73,96.97,59.42,0.0004,0.16,51.95
14.47,22.5,192.19,180,240,404.72,205.52,0.11,54.31,235.77,231.44,14,64.31,20.32,50.78,0.002,0.13,39.93
16.38,22.5,206.61,180,240,340.85,234.27,0.16,52.88,239.96,239.65,13,72.8,44.35,68.73,0.003,0.01,51.73
16.19,22.5,230.82,180,240,457.24,103.56,0.18,50.35,235.1,231.96,23,71.96,84.7,22.65,0.0036,0.06,50.25
11.47,22.5,208.61,180,240,375.09,293.26,0.14,22.1,232.99,231.19,2,50.98,47.68,78.18,0.0063,0.39,45.52
15.0,22.5,223.98,180,240,311.43,263.62,0.2,28.06,239.95,239.49,7,66.67,73.3,84.65,0.0071,0.03,58.25
11.75,22.5,200.51,180,240,353.16,98.86,0.01,94.34,238.22,234.17,1,52.22,34.18,27.99,0.0001,1.7,33.15
20.77,22.5,216.82,180,240,135.44,107.03,0.02,46.68,234.07,233.73,3,92.31,61.37,79.02,0.0004,0.05,65.0
17.43,22.5,217.93,180,240,330.82,255.01,0.01,19.08,238.69,235.28,17,77.47,63.22,77.08,0.0005,0.08,59.04
16.88,22.5,227.67,180,240,382.83,95.21,0.02,46.26,232.95,231.78,7,75.02,79.45,24.87,0.0004,0.07,50.86
15.76,22.5,197.55,180,240,160.93,101.54,0.01,62.49,238.42,235.67,21,70.04,29.25,63.1,0.0002,0.05,46.48
11.63,22.5,192.88,180,240,266.45,221.63,0.05,74.78,238.67,236.39,4,51.69,21.47,83.18,0.0007,0.24,41.58
18.28,22.5,184.31,180,240,373.05,150.9,0.15,84.03,238.04,235.27,4,81.24,7.18,40.45,0.0018,0.29,41.99
12.86,22.5,226.52,180,240,208.56,143.86,0.06,22.04,236.3,236.02,12,57.16,77.53,68.98,0.0027,0.01,52.16
15.78,22.5,186.16,180,240,175.62,154.87,0.15,63.41,238.96,236.04,8,70.13,10.27,88.18,0.0024,0.15,47.73
11.29,22.5,194.81,180,240,396.36,180.06,0.03,42.42,232.7,228.48,12,50.18,24.68,45.43,0.0007,0.15,34.08
17.68,22.5,234.43,180,240,477.19,247.77,0.08,94.27,236.75,236.16,23,78.58,90.72,51.92,0.0008,0.01,59.96
16.81,22.5,203.26,180,240,353.08,272.21,0.01,25.03,237.13,233.79,1,74.71,38.77,77.1,0.0004,1.41,52.92
14.38,22.5,187.78,180,240,370.44,354.17,0.06,52.79,236.34,231.34,17,63.91,12.97,95.61,0.0011,0.12,47.27
15.3,22.5,237.41,180,240,300.16,175.27,0.1,28.8,233.69,231.83,28,68.0,95.68,58.39,0.0035,0.03,58.01
20.91,22.5,191.16,180,240,320.83,180.14,0.15,43.4,238.7,235.04,22,92.93,18.6,56.15,0.0035,0.07,52.11
13.68,22.5,220.67,180,240,343.1,157.69,0.04,68.65,237.39,235.81,12,60.8,67.78,45.96,0.0006,0.06,47.06
11.84,22.5,220.93,180,240,287.26,200.04,0.03,13.87,236.67,232.55,22,52.62,68.22,69.64,0.0022,0.08,48.61
17.05,22.5,196.06,180,240,434.19,85.2,0.08,40.36,230.19,229.56,10,75.78,26.77,19.62,0.002,0.03,39.59
11.6,22.5,224.17,180,240,232.1,217.81,0.06,75.24,238.78,238.56,26,51.56,73.62,93.84,0.0008,0.0,54.12
18.87,22.5,198.71,180,240,409.6,334.75,0.11,97.84,231.26,231.17,27,83.87,31.18,81.73,0.0011,0.0,56.13
15.55,22.5,202.06,180,240,172.7,120.37,0.07,40.76,237.39,236.27,25,69.11,36.77,69.7,0.0017,0.02,48.94
15.43,22.5,180.08,180,240,219.92,170.45,0.2,86.24,230.24,225.75,1,68.58,0.13,77.51,0.0023,1.95,42.76
18.07,22.5,197.47,180,240,182.84,95.67,0.18,73.91,239.37,236.35,13,80.31,29.12,52.32,0.0024,0.1,48.4
19.66,22.5,208.43,180,240,123.14,121.32,0.19,80.67,239.91,237.18,15,87.38,47.38,98.52,0.0024,0.08,64.12
17.56,22.5,226.62,180,240,181.99,154.01,0.13,90.65,238.47,236.89,19,78.04,77.7,84.63,0.0014,0.03,63.68
12.9,22.5,228.67,180,240,354.38,186.5,0.14,33.39,233.45,228.86,24,57.33,81.12,52.63,0.0042,0.08,49.67
19.41,22.5,212.33,180,240,124.25,110.53,0.14,93.75,234.97,233.81,24,86.27,53.88,88.96,0.0015,0.02,63.07
12.76,22.5,237.48,180,240,311.86,136.09,0.11,71.17,230.76,229.38,22,56.71,95.8,43.64,0.0015,0.03,50.57
19.81,22.5,212.81,180,240,172.12,122.25,0.12,87.76,234.81,230.32,12,88.04,54.68,71.03,0.0014,0.16,60.34
20.74,22.5,238.87,180,240,417.26,367.95,0.06,96.46,231.97,227.21,16,92.18,98.12,88.18,0.0006,0.13,74.12
15.83,22.5,237.18,180,240,309.02,130.18,0.1,92.74,231.76,230.68,18,70.36,95.3,42.13,0.0011,0.03,55.63
22.29,22.5,191.41,180,240,417.04,386.0,0.19,96.41,235.21,230.32,23,99.07,19.02,92.56,0.002,0.09,61.93
15.67,22.5,231.25,180,240,409.24,182.06,0.05,51.24,237.81,233.01,18,69.64,85.42,44.49,0.001,0.11,53.83
19.93,22.5,209.93,180,240,104.84,80.22,0.08,93.36,232.29,229.11,24,88.58,49.88,76.52,0.0009,0.06,60.71
20.34,22.5,190.67,180,240,305.87,262.57,0.06,32.12,234.03,229.56,13,90.4,17.78,85.84,0.0019,0.15,56.87
12.58,22.5,197.33,180,240,259.13,244.72,0.2,14.04,237.61,235.75,20,55.91,28.88,94.44,0.0142,0.04,47.02
12.27,22.5,181.96,180,240,123.08,99.14,0.06,65.98,239.92,237.98,21,54.53,3.27,80.55,0.0009,0.04,38.57
15.28,22.5,219.4,180,240,196.16,102.26,0.18,19.16,235.06,233.95,9,67.91,65.67,52.13,0.0094,0.05,50.72
13.82,22.5,237.38,180,240,159.27,133.87,0.05,48.82,237.19,234.37,21,61.42,95.63,84.05,0.001,0.06,60.5
17.06,22.5,225.53,180,240,213.0,126.96,0.18,95.18,238.93,236.83,4,75.82,75.88,59.61,0.0019,0.22,57.4
20.51,22.5,233.33,180,240,317.8,128.62,0.06,36.61,235.94,235.77,14,91.16,88.88,40.47,0.0016,0.01,62.33
12.05,22.5,184.14,180,240,476.31,280.9,0.09,82.98,238.36,236.69,2,53.56,6.9,58.97,0.0011,0.35,34.56
19.96,22.5,201.16,180,240,429.92,260.44,0.1,14.09,232.9,228.24,21,88.71,35.27,60.58,0.0071,0.1,54.64
19.86,22.5,180.0,180,240,266.63,177.52,0.02,97.58,232.26,230.73,29,88.27,0.0,66.58,0.0002,0.02,48.62
16.17,22.5,232.96,180,240,120.76,87.79,0.07,75.86,236.41,234.32,13,71.87,88.27,72.7,0.0009,0.07,60.93
16.0,22.5,198.18,180,240,230.12,186.98,0.17,26.35,233.71,229.2,22,71.11,30.3,81.25,0.0065,0.09,50.74
15.81,22.5,193.23,180,240,404.99,256.3,0.04,44.26,234.14,230.37,27,70.27,22.05,63.29,0.0009,0.06,45.17
14.28,22.5,211.06,180,240,207.54,160.15,0.1,42.55,239.49,236.33,27,63.47,51.77,77.17,0.0024,0.05,51.17
19.79,22.5,186.15,180,240,305.54,194.78,0.08,93.96,238.28,234.79,7,87.96,10.25,63.75,0.0009,0.21,49.96
16.44,22.5,235.26,180,240,377.84,297.12,0.17,34.67,238.07,237.09,13,73.07,92.1,78.64,0.0049,0.03,63.37
13.65,22.5,219.91,180,240,162.93,89.86,0.16,70.39,234.35,231.6,17,60.67,66.52,55.15,0.0023,0.07,48.59
15.53,22.5,189.78,180,240,414.48,325.66,0.08,12.27,238.39,238.32,26,69.02,16.3,78.57,0.0065,0.0,46.58
18.18,22.5,230.6,180,240,139.01,112.99,0.11,73.56,235.34,232.63,21,80.8,84.33,81.28,0.0015,0.05,65.44
16.93,22.5,223.11,180,240,445.06,145.44,0.16,59.74,233.97,233.3,10,75.24,71.85,32.68,0.0027,0.03,51.0
20.35,22.5,220.63,180,240,350.01,165.47,0.17,55.14,230.71,229.14,23,90.44,67.72,47.28,0.0031,0.03,59.17
17.68,22.5,229.97,180,240,462.43,84.65,0.14,14.67,235.49,234.04,11,78.58,83.28,18.31,0.0095,0.06,51.74
13.4,22.5,204.7,180,240,474.0,249.63,0.18,64.5,232.47,230.68,18,59.56,41.17,52.66,0.0028,0.04,42.59
16.12,22.5,221.13,180,240,232.98,88.66,0.08,95.0,236.42,233.06,15,71.64,68.55,38.05,0.0008,0.09,49.97
12.56,22.5,226.86,180,240,414.11,280.83,0.2,39.27,239.41,234.84,8,55.82,78.1,67.82,0.0051,0.24,51.49
12.01,22.5,211.12,180,240,171.75,169.06,0.03,46.32,237.38,233.85,9,53.38,51.87,98.43,0.0006,0.17,51.39
13.55,22.5,211.18,180,240,129.62,110.04,0.11,76.61,236.31,233.56,6,60.22,51.97,84.89,0.0014,0.19,51.44
22.15,22.5,216.22,180,240,130.79,83.84,0.19,36.76,230.92,227.92,20,98.44,60.37,64.1,0.0052,0.06,64.26
12.29,22.5,213.2,180,240,356.65,274.7,0.08,60.73,234.51,231.15,6,54.62,55.33,77.02,0.0013,0.24,48.29
14.77,22.5,196.27,180,240,339.07,304.38,0.19,19.53,231.55,226.83,22,65.64,27.12,89.77,0.0097,0.09,49.62
21.81,22.5,180.4,180,240,408.92,285.64,0.08,14.54,236.27,234.34,7,96.93,0.67,69.85,0.0055,0.12,52.86
14.1,22.5,207.02,180,240,483.03,240.82,0.17,26.97,236.72,231.83,17,62.67,45.03,49.86,0.0063,0.12,44.03
16.85,22.5,224.57,180,240,230.82,214.24,0.03,82.65,238.61,234.52,27,74.89,74.28,92.82,0.0004,0.06,63.37
19.39,22.5,180.54,180,240,335.78,236.87,0.13,31.78,237.14,236.67,17,86.18,0.9,70.54,0.0041,0.01,48.76
20.46,22.5,183.0,180,240,464.61,91.35,0.08,11.42,230.77,226.21,11,90.93,5.0,19.66,0.007,0.18,41.29
16.41,22.5,223.96,180,240,342.69,256.76,0.03,95.63,238.38,234.35,19,72.93,73.27,74.92,0.0003,0.09,58.8
16.8,22.5,197.0,180,240,414.71,213.03,0.11,32.8,239.88,238.42,14,74.67,28.33,51.37,0.0034,0.04,45.8
15.43,22.5,235.25,180,240,333.78,216.62,0.06,43.16,238.95,235.61,24,68.58,92.08,64.9,0.0014,0.06,58.82
20.11,22.5,204.68,180,240,449.49,315.72,0.17,54.95,235.35,234.62,15,89.38,41.13,70.24,0.0031,0.02,58.02
11.97,22.5,229.48,180,240,216.95,140.79,0.01,37.09,235.03,234.74,22,53.2,82.47,64.9,0.0003,0.01,50.75
11.57,22.5,192.6,180,240,212.42,174.41,0.01,46.79,239.24,238.67,29,51.42,21.0,82.11,0.0002,0.01,41.19
12.04,22.5,191.14,180,240,365.69,331.89,0.16,71.66,231.1,229.65,4,53.51,18.57,90.76,0.0022,0.16,43.25
21.65,22.5,206.6,180,240,321.35,141.52,0.15,16.9,238.73,234.59,14,96.22,44.33,44.04,0.0089,0.12,56.15
21.53,22.5,237.17,180,240,230.7,133.41,0.11,94.7,238.76,238.24,9,95.69,95.28,57.83,0.0012,0.02,68.9
12.12,22.5,229.73,180,240,239.56,163.23,0.16,89.59,233.45,231.14,25,53.87,82.88,68.14,0.0018,0.04,51.75
11.4,22.5,197.76,180,240,283.68,163.73,0.15,44.63,234.89,232.74,23,50.67,29.6,57.72,0.0034,0.04,37.73
11.27,22.5,223.12,180,240,392.96,241.15,0.04,17.52,230.19,229.35,10,50.09,71.87,61.37,0.0023,0.04,46.68
21.17,22.5,187.29,180,240,353.86,239.43,0.03,29.07,233.11,232.27,15,94.09,12.15,67.66,0.001,0.02,53.6
15.65,22.5,194.05,180,240,187.82,183.49,0.13,60.12,234.16,232.01,19,69.56,23.42,97.69,0.0022,0.05,52.04
18.89,22.5,204.71,180,240,401.44,145.47,0.07,59.2,235.75,235.63,15,83.96,41.18,36.24,0.0012,0.0,49.07
12.55,22.5,216.34,180,240,146.88,102.55,0.04,72.29,232.06,230.09,17,55.78,60.57,69.82,0.0006,0.05,48.38
18.89,22.5,226.38,180,240,480.58,391.05,0.13,87.16,236.73,234.68,29,83.96,77.3,81.37,0.0015,0.03,65.31
18.32,22.5,221.32,180,240,201.31,81.21,0.15,58.21,238.36,234.25,16,81.42,68.87,40.34,0.0026,0.11,54.4
13.54,22.5,187.64,180,240,214.2,151.34,0.11,83.85,234.05,231.62,11,60.18,12.73,70.65,0.0013,0.09,40.74
12.1,22.5,203.27,180,240,421.42,387.88,0.05,16.03,238.77,236.82,25,53.78,38.78,92.04,0.0031,0.03,47.67
19.61,22.5,230.88,180,240,318.23,313.87,0.1,56.2,239.89,238.72,29,87.16,84.8,98.63,0.0018,0.02,71.55
17.54,22.5,199.27,180,240,188.04,117.87,0.08,16.18,233.7,231.37,20,77.96,32.12,62.68,0.0049,0.05,50.14
11.76,22.5,201.0,180,240,471.72,228.55,0.17,85.81,233.73,230.57,2,52.27,35.0,48.45,0.002,0.68,37.53
19.94,22.5,212.91,180,240,126.59,115.71,0.12,80.38,237.52,233.5,26,88.62,54.85,91.41,0.0015,0.07,64.69
19.78,22.5,180.88,180,240,182.9,153.39,0.08,69.62,233.47,231.51,26,87.91,1.47,83.87,0.0011,0.03,52.23
21.47,22.5,225.52,180,240,338.86,249.33,0.18,62.09,236.32,235.53,10,95.42,75.87,73.58,0.0029,0.03,68.05
15.92,22.5,222.77,180,240,254.48,182.68,0.05,63.98,238.62,234.28,10,70.76,71.28,71.79,0.0008,0.18,56.9
16.95,22.5,191.28,180,240,130.79,115.36,0.08,83.96,236.6,232.62,6,75.33,18.8,88.2,0.001,0.28,51.5
17.25,22.5,218.21,180,240,399.29,151.85,0.11,84.33,234.63,233.23,27,76.67,63.68,38.03,0.0013,0.02,51.01
17.95,22.5,195.88,180,240,364.79,312.09,0.16,78.48,231.88,231.43,5,79.78,26.47,85.55,0.002,0.04,54.31
19.66,22.5,189.04,180,240,186.89,129.6,0.06,47.37,238.88,234.76,28,87.38,15.07,69.35,0.0013,0.06,51.83
11.69,22.5,220.01,180,240,229.21,213.98,0.18,39.28,239.01,234.03,6,51.96,66.68,93.36,0.0046,0.35,52.76
12.31,22.5,224.88,180,240,425.09,323.92,0.19,84.4,239.03,234.36,27,54.71,74.8,76.2,0.0023,0.07,52.08
20.32,22.5,231.48,180,240,499.05,181.2,0.02,47.01,231.3,231.18,27,90.31,85.8,36.31,0.0004,0.0,60.55
20.8,22.5,204.36,180,240,105.48,82.04,0.07,11.42,230.17,225.59,17,92.44,40.6,77.78,0.0061,0.12,60.64
19.83,22.5,182.34,180,240,434.85,299.84,0.12,66.22,238.64,235.7,25,88.13,3.9,68.95,0.0018,0.05,49.82
12.03,22.5,218.3,180,240,393.2,291.76,0.04,62.1,235.69,231.35,11,53.47,63.83,74.2,0.0006,0.17,48.98
21.7,22.5,200.51,180,240,311.07,128.9,0.2,98.3,236.5,232.48,20,96.44,34.18,41.44,0.002,0.08,53.69
21.82,22.5,210.24,180,240,479.68,412.87,0.08,87.73,231.1,226.47,12,96.98,50.4,86.07,0.0009,0.17,66.07
16.88,22.5,221.45,180,240,378.85,273.85,0.06,24.06,236.36,233.36,15,75.02,69.08,72.28,0.0025,0.08,58.27
13.55,22.5,182.54,180,240,331.89,194.08,0.19,15.45,236.85,236.72,27,60.22,4.23,58.48,0.0123,0.0,36.63
19.12,22.5,230.29,180,240,421.12,407.79,0.11,53.96,234.02,233.24,5,84.98,83.82,96.83,0.002,0.07,70.11
20.63,22.5,218.55,180,240,131.42,118.08,0.03,63.47,237.03,236.69,26,91.69,64.25,89.85,0.0005,0.01,67.49
12.2,22.5,216.41,180,240,452.39,408.79,0.14,29.01,238.63,234.2,16,54.22,60.68,90.36,0.0048,0.12,51.88
15.47,22.5,228.0,180,240,453.83,126.81,0.05,29.46,236.91,233.89,25,68.76,80.0,27.94,0.0017,0.05,49.09
16.48,22.5,230.84,180,240,124.96,95.07,0.02,97.78,238.17,233.91,29,73.24,84.73,76.08,0.0002,0.06,61.45
12.21,22.5,203.14,180,240,128.41,90.2,0.05,52.22,232.69,232.18,20,54.27,38.57,70.24,0.001,0.01,43.47
